Brand,Customer Id,Online Order,Order Status,Product Class,Product Id,Product Line,Product Size,Transaction Date,Transaction Date1,Transaction Id,List Price,Product First Sold Date,Profit,Standard Cost
OHM Cycles,2796,False,Approved,low,80,Touring,medium,November,28-11-2017,10819,1073.07,35455,139.23,933.84
OHM Cycles,2198,False,Approved,low,80,Touring,medium,November,25-11-2017,6007,1073.07,35667,139.23,933.84
OHM Cycles,1615,False,Approved,low,80,Touring,medium,November,05-11-2017,3642,1073.07,41533,139.23,933.84
OHM Cycles,2987,False,Approved,low,95,Touring,medium,November,08-11-2017,18653,1073.07,37626,139.23,933.84
OHM Cycles,1731,False,Approved,low,95,Touring,medium,November,17-11-2017,1209,1073.07,38206,139.23,933.84
OHM Cycles,2691,False,Approved,low,80,Touring,medium,October,11-10-2017,4842,1073.07,35455,139.23,933.84
OHM Cycles,1255,False,Approved,low,80,Touring,medium,October,13-10-2017,2631,1073.07,35455,139.23,933.84
OHM Cycles,2993,False,Approved,low,80,Touring,medium,October,19-10-2017,1777,1073.07,35455,139.23,933.84
OHM Cycles,398,False,Approved,low,80,Touring,medium,October,27-10-2017,10471,1073.07,35455,139.23,933.84
OHM Cycles,1564,False,Approved,low,80,Touring,medium,October,29-10-2017,11119,1073.07,35455,139.23,933.84
OHM Cycles,1199,False,Approved,low,80,Touring,medium,October,13-10-2017,9642,1073.07,35667,139.23,933.84
OHM Cycles,3148,False,Approved,low,95,Touring,medium,October,01-10-2017,11790,1073.07,38206,139.23,933.84
OHM Cycles,2205,False,Approved,low,80,Touring,medium,September,21-09-2017,7809,1073.07,35455,139.23,933.84
OHM Cycles,2671,False,Approved,low,80,Touring,medium,September,21-09-2017,17423,1073.07,35455,139.23,933.84
OHM Cycles,3088,False,Approved,low,80,Touring,medium,September,25-09-2017,13967,1073.07,36145,139.23,933.84
OHM Cycles,2527,False,Approved,low,80,Touring,medium,September,20-09-2017,6062,1073.07,42226,139.23,933.84
OHM Cycles,453,False,Approved,low,95,Touring,medium,September,02-09-2017,9451,1073.07,35455,139.23,933.84
OHM Cycles,1246,False,Approved,low,95,Touring,medium,September,07-09-2017,4356,1073.07,35455,139.23,933.84
OHM Cycles,1198,False,Approved,low,95,Touring,medium,September,21-09-2017,5202,1073.07,35455,139.23,933.84
OHM Cycles,2852,False,Approved,low,95,Touring,medium,September,18-09-2017,12087,1073.07,42218,139.23,933.84
Norco Bicycles,353,False,Approved,low,23,Mountain,small,April,03-04-2017,9983,688.63,34071,75.75,612.88
Norco Bicycles,3007,False,Approved,low,23,Mountain,small,April,23-04-2017,4240,688.63,34244,75.75,612.88
Norco Bicycles,2372,False,Approved,low,23,Mountain,small,April,29-04-2017,18360,688.63,34244,75.75,612.88
Norco Bicycles,2524,False,Approved,low,23,Mountain,small,April,06-04-2017,4316,688.63,36334,75.75,612.88
Norco Bicycles,1335,False,Approved,low,23,Mountain,small,April,22-04-2017,5284,688.63,36334,75.75,612.88
Norco Bicycles,756,False,Approved,low,23,Mountain,small,April,15-04-2017,12733,688.63,40670,75.75,612.88
Norco Bicycles,2152,False,Approved,low,23,Mountain,small,April,07-04-2017,15912,688.63,42404,75.75,612.88
Norco Bicycles,1237,False,Approved,low,56,Mountain,small,April,02-04-2017,2383,688.63,34244,75.75,612.88
Norco Bicycles,330,False,Approved,low,56,Mountain,small,April,18-04-2017,1831,688.63,37668,75.75,612.88
Norco Bicycles,2245,False,Approved,low,23,Mountain,small,August,05-08-2017,8066,688.63,34071,75.75,612.88
Norco Bicycles,3077,False,Approved,low,23,Mountain,small,August,07-08-2017,6550,688.63,34071,75.75,612.88
Norco Bicycles,658,False,Approved,low,23,Mountain,small,August,25-08-2017,3834,688.63,36334,75.75,612.88
Norco Bicycles,1080,False,Approved,low,23,Mountain,small,August,25-08-2017,12695,688.63,36334,75.75,612.88
Norco Bicycles,2361,False,Approved,low,56,Mountain,small,August,13-08-2017,13659,688.63,42404,75.75,612.88
Norco Bicycles,2304,False,Approved,low,23,Mountain,small,December,26-12-2017,10024,688.63,33552,75.75,612.88
Norco Bicycles,717,False,Approved,low,23,Mountain,small,December,16-12-2017,8312,688.63,34115,75.75,612.88
Norco Bicycles,2747,False,Approved,low,23,Mountain,small,December,12-12-2017,3349,688.63,34244,75.75,612.88
Norco Bicycles,1207,False,Approved,low,23,Mountain,small,December,17-12-2017,6425,688.63,34244,75.75,612.88
Norco Bicycles,3337,False,Approved,low,23,Mountain,small,December,20-12-2017,19061,688.63,34244,75.75,612.88
Norco Bicycles,2471,False,Approved,low,23,Mountain,small,December,15-12-2017,18100,688.63,39031,75.75,612.88
Norco Bicycles,2780,False,Approved,low,23,Mountain,small,December,28-12-2017,1880,688.63,40670,75.75,612.88
Norco Bicycles,1428,False,Approved,low,56,Mountain,small,December,08-12-2017,16336,688.63,34244,75.75,612.88
Norco Bicycles,928,False,Approved,low,56,Mountain,small,December,19-12-2017,8337,688.63,39031,75.75,612.88
Norco Bicycles,2037,False,Approved,low,23,Mountain,small,February,12-02-2017,3719,688.63,34244,75.75,612.88
Norco Bicycles,1625,False,Approved,low,23,Mountain,small,February,13-02-2017,16987,688.63,35470,75.75,612.88
Norco Bicycles,3361,False,Approved,low,23,Mountain,small,February,16-02-2017,6298,688.63,41009,75.75,612.88
Norco Bicycles,1071,False,Approved,low,56,Mountain,small,February,06-02-2017,7642,688.63,34244,75.75,612.88
Norco Bicycles,759,False,Approved,low,56,Mountain,small,February,15-02-2017,8537,688.63,34244,75.75,612.88
Norco Bicycles,196,False,Approved,low,56,Mountain,small,February,16-02-2017,15674,688.63,34244,75.75,612.88
Norco Bicycles,3455,False,Approved,low,23,Mountain,small,January,16-01-2017,16539,688.63,36334,75.75,612.88
Norco Bicycles,1624,False,Approved,low,23,Mountain,small,July,07-07-2017,16041,688.63,34115,75.75,612.88
Norco Bicycles,2663,False,Approved,low,23,Mountain,small,July,19-07-2017,18908,688.63,34244,75.75,612.88
Norco Bicycles,3308,False,Approved,low,23,Mountain,small,July,24-07-2017,2422,688.63,34244,75.75,612.88
Norco Bicycles,2324,False,Approved,low,23,Mountain,small,July,28-07-2017,16596,688.63,36334,75.75,612.88
Norco Bicycles,1535,False,Approved,low,23,Mountain,small,July,14-07-2017,3856,688.63,42696,75.75,612.88
Norco Bicycles,46,False,Approved,low,23,Mountain,small,July,25-07-2017,18667,688.63,42696,75.75,612.88
Norco Bicycles,410,False,Approved,low,23,Mountain,small,June,30-06-2017,12878,688.63,33552,75.75,612.88
Norco Bicycles,1905,False,Approved,low,23,Mountain,small,June,07-06-2017,10657,688.63,34244,75.75,612.88
Norco Bicycles,1805,False,Approved,low,23,Mountain,small,June,15-06-2017,4581,688.63,34244,75.75,612.88
Norco Bicycles,2686,False,Approved,low,23,Mountain,small,June,22-06-2017,9782,688.63,34244,75.75,612.88
Norco Bicycles,2407,False,Approved,low,56,Mountain,small,June,23-06-2017,3766,688.63,39031,75.75,612.88
Norco Bicycles,3026,False,Approved,low,23,Mountain,small,March,18-03-2017,19598,688.63,33455,75.75,612.88
Norco Bicycles,1,False,Approved,low,23,Mountain,small,March,27-03-2017,14486,688.63,33455,75.75,612.88
Norco Bicycles,219,False,Approved,low,23,Mountain,small,March,08-03-2017,17819,688.63,34244,75.75,612.88
Norco Bicycles,1104,False,Approved,low,23,Mountain,small,March,08-03-2017,16181,688.63,34244,75.75,612.88
Norco Bicycles,2759,False,Approved,low,23,Mountain,small,March,27-03-2017,1115,688.63,34244,75.75,612.88
Norco Bicycles,1282,False,Approved,low,23,Mountain,small,March,05-03-2017,19293,688.63,39031,75.75,612.88
Norco Bicycles,1549,False,Approved,low,23,Mountain,small,March,16-03-2017,6124,688.63,42696,75.75,612.88
Norco Bicycles,451,False,Approved,low,56,Mountain,small,March,06-03-2017,4760,688.63,34244,75.75,612.88
Norco Bicycles,1835,False,Approved,low,23,Mountain,small,May,08-05-2017,6835,688.63,34115,75.75,612.88
Norco Bicycles,2826,False,Approved,low,23,Mountain,small,May,08-05-2017,10264,688.63,34244,75.75,612.88
Norco Bicycles,3246,False,Approved,low,23,Mountain,small,May,18-05-2017,14998,688.63,34244,75.75,612.88
Norco Bicycles,609,False,Approved,low,23,Mountain,small,May,23-05-2017,18961,688.63,34244,75.75,612.88
Norco Bicycles,1731,False,Approved,low,56,Mountain,small,May,22-05-2017,12183,688.63,33552,75.75,612.88
Norco Bicycles,3181,False,Approved,low,56,Mountain,small,May,16-05-2017,14778,688.63,34244,75.75,612.88
Norco Bicycles,3320,False,Approved,low,56,Mountain,small,May,19-05-2017,3581,688.63,34244,75.75,612.88
Norco Bicycles,504,False,Approved,low,56,Mountain,small,May,19-05-2017,7472,688.63,42696,75.75,612.88
Norco Bicycles,3121,False,Approved,low,23,Mountain,small,November,06-11-2017,11737,688.63,34244,75.75,612.88
Norco Bicycles,3385,False,Approved,low,23,Mountain,small,November,06-11-2017,9538,688.63,34244,75.75,612.88
Norco Bicycles,3366,False,Approved,low,23,Mountain,small,November,05-11-2017,13559,688.63,42696,75.75,612.88
Norco Bicycles,1714,False,Approved,low,56,Mountain,small,November,22-11-2017,10654,688.63,33552,75.75,612.88
Norco Bicycles,2707,False,Approved,low,56,Mountain,small,November,17-11-2017,16962,688.63,34115,75.75,612.88
Norco Bicycles,450,False,Approved,low,23,Mountain,small,October,09-10-2017,1645,688.63,33552,75.75,612.88
Norco Bicycles,2761,False,Approved,low,23,Mountain,small,October,03-10-2017,18138,688.63,34071,75.75,612.88
Norco Bicycles,984,False,Approved,low,23,Mountain,small,October,11-10-2017,6821,688.63,34244,75.75,612.88
Norco Bicycles,2153,False,Approved,low,23,Mountain,small,October,15-10-2017,1891,688.63,34244,75.75,612.88
Norco Bicycles,2846,False,Approved,low,23,Mountain,small,October,23-10-2017,19651,688.63,34244,75.75,612.88
Norco Bicycles,2947,False,Approved,low,23,Mountain,small,October,23-10-2017,7736,688.63,34244,75.75,612.88
Norco Bicycles,2165,False,Approved,low,23,Mountain,small,October,26-10-2017,12465,688.63,34244,75.75,612.88
Norco Bicycles,2906,False,Approved,low,23,Mountain,small,October,01-10-2017,1566,688.63,36334,75.75,612.88
Norco Bicycles,104,False,Approved,low,23,Mountain,small,October,27-10-2017,7401,688.63,40670,75.75,612.88
Norco Bicycles,2645,False,Approved,low,56,Mountain,small,October,23-10-2017,1905,688.63,39031,75.75,612.88
Norco Bicycles,1151,False,Approved,low,56,Mountain,small,October,16-10-2017,2530,688.63,40670,75.75,612.88
Norco Bicycles,894,False,Approved,low,56,Mountain,small,October,25-10-2017,11284,688.63,42404,75.75,612.88
Norco Bicycles,3082,False,Approved,low,23,Mountain,small,September,23-09-2017,2075,688.63,33455,75.75,612.88
Norco Bicycles,2678,False,Approved,low,23,Mountain,small,September,08-09-2017,18353,688.63,34244,75.75,612.88
Norco Bicycles,77,False,Approved,low,23,Mountain,small,September,20-09-2017,7440,688.63,34244,75.75,612.88
Norco Bicycles,3026,False,Approved,low,23,Mountain,small,September,29-09-2017,1857,688.63,42696,75.75,612.88
Giant Bicycles,1425,False,Approved,low,2,Road,small,April,27-04-2017,8022,590.26,40553,64.930000000,525.33
Giant Bicycles,1783,False,Approved,low,66,Road,small,April,10-04-2017,4848,590.26,34996,64.930000000,525.33
Giant Bicycles,828,False,Approved,low,66,Road,small,April,10-04-2017,10271,590.26,37499,64.930000000,525.33
Giant Bicycles,666,False,Approved,low,2,Road,small,August,28-08-2017,1941,590.26,36668,64.930000000,525.33
Giant Bicycles,1200,False,Approved,low,2,Road,small,August,13-08-2017,18476,590.26,40487,64.930000000,525.33
Giant Bicycles,1533,False,Approved,low,66,Road,small,August,11-08-2017,4474,590.26,34996,64.930000000,525.33
Giant Bicycles,142,False,Approved,low,66,Road,small,August,26-08-2017,17771,590.26,40487,64.930000000,525.33
Giant Bicycles,2072,False,Approved,low,66,Road,small,December,03-12-2017,16782,590.26,34996,64.930000000,525.33
Giant Bicycles,432,False,Approved,low,66,Road,small,December,09-12-2017,18248,590.26,34996,64.930000000,525.33
Giant Bicycles,1456,False,Approved,low,66,Road,small,December,22-12-2017,1136,590.26,34996,64.930000000,525.33
Giant Bicycles,3488,False,Approved,low,66,Road,small,December,13-12-2017,16036,590.26,36668,64.930000000,525.33
Giant Bicycles,3030,False,Approved,low,66,Road,small,December,06-12-2017,13093,590.26,40487,64.930000000,525.33
Giant Bicycles,307,False,Approved,low,66,Road,small,December,15-12-2017,13153,590.26,42105,64.930000000,525.33
Giant Bicycles,2252,False,Approved,low,2,Road,small,February,06-02-2017,5730,590.26,34996,64.930000000,525.33
Giant Bicycles,504,False,Approved,low,2,Road,small,February,09-02-2017,14820,590.26,38647,64.930000000,525.33
Giant Bicycles,56,False,Approved,low,66,Road,small,February,18-02-2017,7134,590.26,33879,64.930000000,525.33
Giant Bicycles,2282,False,Approved,low,66,Road,small,February,17-02-2017,7219,590.26,40410,64.930000000,525.33
Giant Bicycles,279,False,Approved,low,66,Road,small,February,01-02-2017,7919,590.26,40487,64.930000000,525.33
Giant Bicycles,1006,False,Approved,low,66,Road,small,February,13-02-2017,3886,590.26,40487,64.930000000,525.33
Giant Bicycles,590,False,Approved,low,66,Road,small,January,04-01-2017,4250,590.26,38647,64.930000000,525.33
Giant Bicycles,938,False,Approved,low,66,Road,small,January,06-01-2017,13338,590.26,40487,64.930000000,525.33
Giant Bicycles,932,False,Approved,low,66,Road,small,January,08-01-2017,10918,590.26,40487,64.930000000,525.33
Giant Bicycles,2197,False,Approved,low,66,Road,small,January,09-01-2017,10869,590.26,40487,64.930000000,525.33
Giant Bicycles,484,False,Approved,low,66,Road,small,January,15-01-2017,7608,590.26,40487,64.930000000,525.33
Giant Bicycles,951,False,Approved,low,66,Road,small,January,19-01-2017,17644,590.26,40487,64.930000000,525.33
Giant Bicycles,50,False,Approved,low,66,Road,small,July,24-07-2017,4900,590.26,37499,64.930000000,525.33
Giant Bicycles,2442,False,Approved,low,66,Road,small,July,12-07-2017,19645,590.26,40410,64.930000000,525.33
Giant Bicycles,516,False,Approved,low,66,Road,small,July,10-07-2017,11594,590.26,40487,64.930000000,525.33
Giant Bicycles,166,False,Approved,low,66,Road,small,July,11-07-2017,4814,590.26,40487,64.930000000,525.33
Giant Bicycles,2717,False,Approved,low,66,Road,small,July,12-07-2017,9404,590.26,40487,64.930000000,525.33
Giant Bicycles,1814,False,Approved,low,66,Road,small,July,17-07-2017,10690,590.26,40487,64.930000000,525.33
Giant Bicycles,2722,False,Approved,low,66,Road,small,July,20-07-2017,14559,590.26,40487,64.930000000,525.33
Giant Bicycles,2336,False,Approved,low,66,Road,small,July,29-07-2017,2657,590.26,40487,64.930000000,525.33
Giant Bicycles,2587,False,Approved,low,66,Road,small,July,30-07-2017,5393,590.26,40487,64.930000000,525.33
Giant Bicycles,1473,False,Approved,low,66,Road,small,July,06-07-2017,7375,590.26,42710,64.930000000,525.33
Giant Bicycles,2468,False,Approved,low,2,Road,small,June,26-06-2017,1749,590.26,40487,64.930000000,525.33
Giant Bicycles,545,False,Approved,low,66,Road,small,June,14-06-2017,6823,590.26,37499,64.930000000,525.33
Giant Bicycles,304,False,Approved,low,66,Road,small,June,26-06-2017,9281,590.26,37499,64.930000000,525.33
Giant Bicycles,2949,False,Approved,low,66,Road,small,June,11-06-2017,18268,590.26,40487,64.930000000,525.33
Giant Bicycles,3371,False,Approved,low,66,Road,small,June,11-06-2017,8657,590.26,40487,64.930000000,525.33
Giant Bicycles,1634,False,Approved,low,66,Road,small,June,13-06-2017,7838,590.26,40487,64.930000000,525.33
Giant Bicycles,1827,False,Approved,low,66,Road,small,June,22-06-2017,8816,590.26,40487,64.930000000,525.33
Giant Bicycles,2915,False,Approved,low,66,Road,small,June,30-06-2017,3580,590.26,40487,64.930000000,525.33
Giant Bicycles,3386,False,Approved,low,2,Road,small,March,20-03-2017,5704,590.26,38647,64.930000000,525.33
Giant Bicycles,1915,False,Approved,low,66,Road,small,March,15-03-2017,16363,590.26,37499,64.930000000,525.33
Giant Bicycles,2608,False,Approved,low,66,Road,small,March,20-03-2017,13426,590.26,38647,64.930000000,525.33
Giant Bicycles,1962,False,Approved,low,66,Road,small,March,25-03-2017,4698,590.26,40410,64.930000000,525.33
Giant Bicycles,2147,False,Approved,low,2,Road,small,May,12-05-2017,8233,590.26,34996,64.930000000,525.33
Giant Bicycles,2359,False,Approved,low,2,Road,small,May,26-05-2017,16932,590.26,38647,64.930000000,525.33
Giant Bicycles,1744,False,Approved,low,2,Road,small,May,08-05-2017,18756,590.26,40487,64.930000000,525.33
Giant Bicycles,2130,False,Approved,low,2,Road,small,May,03-05-2017,3229,590.26,42105,64.930000000,525.33
Giant Bicycles,3416,False,Approved,low,66,Road,small,May,07-05-2017,8438,590.26,33879,64.930000000,525.33
Giant Bicycles,1394,False,Approved,low,66,Road,small,May,03-05-2017,12604,590.26,38647,64.930000000,525.33
Giant Bicycles,649,False,Approved,low,66,Road,small,May,21-05-2017,5082,590.26,38647,64.930000000,525.33
Giant Bicycles,466,False,Approved,low,66,Road,small,May,14-05-2017,16326,590.26,40487,64.930000000,525.33
Giant Bicycles,3087,False,Approved,low,66,Road,small,May,23-05-2017,3241,590.26,40487,64.930000000,525.33
Giant Bicycles,3422,False,Approved,low,66,Road,small,May,24-05-2017,12282,590.26,40487,64.930000000,525.33
Giant Bicycles,2693,False,Approved,low,2,Road,small,November,04-11-2017,12536,590.26,33879,64.930000000,525.33
Giant Bicycles,627,False,Approved,low,2,Road,small,November,02-11-2017,6294,590.26,40487,64.930000000,525.33
Giant Bicycles,2750,False,Approved,low,2,Road,small,November,09-11-2017,10548,590.26,40487,64.930000000,525.33
Giant Bicycles,2912,False,Approved,low,2,Road,small,November,14-11-2017,2708,590.26,40487,64.930000000,525.33
Giant Bicycles,958,False,Approved,low,2,Road,small,November,26-11-2017,2391,590.26,40487,64.930000000,525.33
Giant Bicycles,1191,False,Approved,low,66,Road,small,November,17-11-2017,6100,590.26,33879,64.930000000,525.33
Giant Bicycles,1672,False,Approved,low,66,Road,small,November,07-11-2017,15347,590.26,37499,64.930000000,525.33
Giant Bicycles,2681,False,Approved,low,66,Road,small,November,10-11-2017,16631,590.26,37499,64.930000000,525.33
Giant Bicycles,2372,False,Approved,low,66,Road,small,November,12-11-2017,5999,590.26,40487,64.930000000,525.33
Giant Bicycles,2845,False,Approved,low,66,Road,small,November,13-11-2017,13491,590.26,40487,64.930000000,525.33
Giant Bicycles,558,False,Approved,low,66,Road,small,November,25-11-2017,5927,590.26,40487,64.930000000,525.33
Giant Bicycles,649,False,Approved,low,66,Road,small,November,05-11-2017,3263,590.26,42710,64.930000000,525.33
Giant Bicycles,3178,False,Approved,low,66,Road,small,November,13-11-2017,2031,590.26,42710,64.930000000,525.33
Giant Bicycles,2316,False,Approved,low,66,Road,small,November,14-11-2017,6339,590.26,42710,64.930000000,525.33
Giant Bicycles,3344,False,Approved,low,66,Road,small,November,27-11-2017,8723,590.26,42710,64.930000000,525.33
Giant Bicycles,1286,False,Approved,low,2,Road,small,October,25-10-2017,18260,590.26,37499,64.930000000,525.33
Giant Bicycles,3271,False,Approved,low,2,Road,small,October,01-10-2017,2413,590.26,42710,64.930000000,525.33
Giant Bicycles,2442,False,Approved,low,66,Road,small,October,11-10-2017,19508,590.26,37499,64.930000000,525.33
Giant Bicycles,1573,False,Approved,low,66,Road,small,October,13-10-2017,16130,590.26,40410,64.930000000,525.33
Giant Bicycles,626,False,Approved,low,66,Road,small,October,23-10-2017,17291,590.26,40487,64.930000000,525.33
Giant Bicycles,491,False,Approved,low,66,Road,small,October,06-10-2017,5256,590.26,42105,64.930000000,525.33
Giant Bicycles,1227,False,Approved,low,66,Road,small,October,18-10-2017,3148,590.26,42710,64.930000000,525.33
Giant Bicycles,2014,False,Approved,low,66,Road,small,September,29-09-2017,13061,590.26,38647,64.930000000,525.33
Giant Bicycles,1975,False,Approved,low,66,Road,small,September,13-09-2017,19726,590.26,40487,64.930000000,525.33
Giant Bicycles,2036,False,Approved,low,66,Road,small,September,29-09-2017,10482,590.26,40487,64.930000000,525.33
Trek Bicycles,2341,False,Approved,low,47,Road,small,April,15-04-2017,9171,1720.7,35470,189.28,1531.42
Trek Bicycles,3131,False,Approved,low,47,Road,small,August,04-08-2017,15192,1720.7,35470,189.28,1531.42
Trek Bicycles,991,False,Approved,low,47,Road,small,August,05-08-2017,3211,1720.7,38991,189.28,1531.42
Trek Bicycles,2671,False,Approved,low,47,Road,small,August,05-08-2017,4180,1720.7,38991,189.28,1531.42
Trek Bicycles,2190,False,Approved,low,47,Road,small,August,19-08-2017,12811,1720.7,38991,189.28,1531.42
Trek Bicycles,2566,False,Approved,low,47,Road,small,August,05-08-2017,19845,1720.7,41064,189.28,1531.42
Trek Bicycles,1141,False,Approved,low,99,Road,small,August,09-08-2017,16389,1720.7,37668,189.28,1531.42
Trek Bicycles,3320,False,Approved,low,99,Road,small,August,07-08-2017,6213,1720.7,38991,189.28,1531.42
Trek Bicycles,177,False,Approved,low,99,Road,small,August,16-08-2017,12925,1720.7,38991,189.28,1531.42
Trek Bicycles,2096,False,Approved,low,99,Road,small,August,20-08-2017,3361,1720.7,38991,189.28,1531.42
Trek Bicycles,2459,False,Approved,low,99,Road,small,August,29-08-2017,9952,1720.7,38991,189.28,1531.42
Trek Bicycles,1098,False,Approved,low,47,Road,small,December,22-12-2017,11461,1720.7,37220,189.28,1531.42
Trek Bicycles,3219,False,Approved,low,47,Road,small,December,03-12-2017,7928,1720.7,38991,189.28,1531.42
Trek Bicycles,2631,False,Approved,low,47,Road,small,December,03-12-2017,5185,1720.7,41848,189.28,1531.42
Trek Bicycles,3427,False,Approved,low,47,Road,small,February,05-02-2017,19470,1720.7,37220,189.28,1531.42
Trek Bicycles,2333,False,Approved,low,47,Road,small,February,16-02-2017,17446,1720.7,37668,189.28,1531.42
Trek Bicycles,3435,False,Approved,low,47,Road,small,February,02-02-2017,17611,1720.7,38991,189.28,1531.42
Trek Bicycles,2501,False,Approved,low,47,Road,small,February,03-02-2017,3359,1720.7,41064,189.28,1531.42
Trek Bicycles,1357,False,Approved,low,99,Road,small,February,26-02-2017,9649,1720.7,38991,189.28,1531.42
Trek Bicycles,464,False,Approved,low,47,Road,small,January,15-01-2017,11623,1720.7,35470,189.28,1531.42
Trek Bicycles,1819,False,Approved,low,47,Road,small,January,15-01-2017,12507,1720.7,37220,189.28,1531.42
Trek Bicycles,1932,False,Approved,low,47,Road,small,January,26-01-2017,16078,1720.7,37668,189.28,1531.42
Trek Bicycles,496,False,Approved,low,47,Road,small,January,19-01-2017,5834,1720.7,37823,189.28,1531.42
Trek Bicycles,3029,False,Approved,low,47,Road,small,January,09-01-2017,13036,1720.7,38991,189.28,1531.42
Trek Bicycles,1989,False,Approved,low,99,Road,small,January,25-01-2017,11883,1720.7,37668,189.28,1531.42
Trek Bicycles,478,False,Approved,low,47,Road,small,July,19-07-2017,4683,1720.7,37823,189.28,1531.42
Trek Bicycles,3212,False,Approved,low,47,Road,small,July,11-07-2017,11894,1720.7,37838,189.28,1531.42
Trek Bicycles,36,False,Approved,low,47,Road,small,July,20-07-2017,8348,1720.7,38991,189.28,1531.42
Trek Bicycles,1802,False,Approved,low,47,Road,small,July,28-07-2017,11305,1720.7,38991,189.28,1531.42
Trek Bicycles,2845,False,Approved,low,47,Road,small,July,31-07-2017,9230,1720.7,38991,189.28,1531.42
Trek Bicycles,2130,False,Approved,low,99,Road,small,July,31-07-2017,6714,1720.7,38991,189.28,1531.42
Trek Bicycles,379,False,Approved,low,99,Road,small,July,14-07-2017,4311,1720.7,41009,189.28,1531.42
Trek Bicycles,369,False,Approved,low,47,Road,small,June,14-06-2017,2301,1720.7,35470,189.28,1531.42
Trek Bicycles,2914,False,Approved,low,47,Road,small,June,24-06-2017,16569,1720.7,37220,189.28,1531.42
Trek Bicycles,3165,False,Approved,low,47,Road,small,June,25-06-2017,3146,1720.7,37220,189.28,1531.42
Trek Bicycles,1329,False,Approved,low,47,Road,small,June,19-06-2017,6165,1720.7,38991,189.28,1531.42
Trek Bicycles,719,False,Approved,low,47,Road,small,June,29-06-2017,14124,1720.7,38991,189.28,1531.42
Trek Bicycles,2600,False,Approved,low,47,Road,small,June,04-06-2017,8664,1720.7,41009,189.28,1531.42
Trek Bicycles,88,False,Approved,low,99,Road,small,June,15-06-2017,8067,1720.7,38991,189.28,1531.42
Trek Bicycles,1024,False,Approved,low,99,Road,small,June,19-06-2017,10750,1720.7,41848,189.28,1531.42
Trek Bicycles,2663,False,Approved,low,47,Road,small,March,03-03-2017,4794,1720.7,35470,189.28,1531.42
Trek Bicycles,483,False,Approved,low,47,Road,small,March,26-03-2017,5712,1720.7,38991,189.28,1531.42
Trek Bicycles,2777,False,Approved,low,47,Road,small,March,28-03-2017,19048,1720.7,39915,189.28,1531.42
Trek Bicycles,1241,False,Approved,low,47,Road,small,March,03-03-2017,16743,1720.7,41009,189.28,1531.42
Trek Bicycles,835,False,Approved,low,47,Road,small,March,30-03-2017,11918,1720.7,41009,189.28,1531.42
Trek Bicycles,3199,False,Approved,low,47,Road,small,March,24-03-2017,16814,1720.7,41064,189.28,1531.42
Trek Bicycles,428,False,Approved,low,99,Road,small,March,21-03-2017,13132,1720.7,37220,189.28,1531.42
Trek Bicycles,1004,False,Approved,low,99,Road,small,March,23-03-2017,12818,1720.7,38991,189.28,1531.42
Trek Bicycles,31,False,Approved,low,99,Road,small,March,21-03-2017,4321,1720.7,41064,189.28,1531.42
Trek Bicycles,2440,False,Approved,low,47,Road,small,May,01-05-2017,1866,1720.7,38991,189.28,1531.42
Trek Bicycles,3408,False,Approved,low,47,Road,small,May,14-05-2017,4303,1720.7,38991,189.28,1531.42
Trek Bicycles,2137,False,Approved,low,47,Road,small,May,19-05-2017,7247,1720.7,38991,189.28,1531.42
Trek Bicycles,2416,False,Approved,low,47,Road,small,May,22-05-2017,18739,1720.7,38991,189.28,1531.42
Trek Bicycles,864,False,Approved,low,99,Road,small,May,06-05-2017,1840,1720.7,37220,189.28,1531.42
Trek Bicycles,2124,False,Approved,low,99,Road,small,May,16-05-2017,16856,1720.7,38991,189.28,1531.42
Trek Bicycles,2701,False,Approved,low,47,Road,small,November,08-11-2017,12738,1720.7,37220,189.28,1531.42
Trek Bicycles,49,False,Approved,low,47,Road,small,November,24-11-2017,11714,1720.7,38991,189.28,1531.42
Trek Bicycles,2127,False,Approved,low,47,Road,small,November,28-11-2017,9048,1720.7,38991,189.28,1531.42
Trek Bicycles,3358,False,Approved,low,47,Road,small,November,23-11-2017,9491,1720.7,41064,189.28,1531.42
Trek Bicycles,3095,False,Approved,low,99,Road,small,November,24-11-2017,1264,1720.7,37220,189.28,1531.42
Trek Bicycles,2258,False,Approved,low,99,Road,small,November,04-11-2017,7455,1720.7,38991,189.28,1531.42
Trek Bicycles,86,False,Approved,low,99,Road,small,November,26-11-2017,18930,1720.7,41009,189.28,1531.42
Trek Bicycles,2381,False,Approved,low,47,Road,small,October,17-10-2017,8615,1720.7,37220,189.28,1531.42
Trek Bicycles,3306,False,Approved,low,47,Road,small,October,01-10-2017,18351,1720.7,38991,189.28,1531.42
Trek Bicycles,749,False,Approved,low,47,Road,small,October,11-10-2017,8171,1720.7,38991,189.28,1531.42
Trek Bicycles,1439,False,Approved,low,47,Road,small,October,26-10-2017,18164,1720.7,38991,189.28,1531.42
Trek Bicycles,2684,False,Approved,low,47,Road,small,October,26-10-2017,9525,1720.7,39915,189.28,1531.42
Trek Bicycles,3430,False,Approved,low,47,Road,small,October,28-10-2017,7556,1720.7,41009,189.28,1531.42
Trek Bicycles,2253,False,Approved,low,47,Road,small,October,07-10-2017,15228,1720.7,41848,189.28,1531.42
